#date	2026-05-13 16:15:35.129944
#json_information	Graph from David
#name	community-detection
#id_label	0,0	1,1	2,2	3,3	4,4	5,5	6,6	7,7	8,8	9,9	10,10	11,11	12,12	13,13	14,14	15,15	16,16	17,17	18,18	19,19	20,20	21,21	22,22	23,23	24,24	25,25	26,26	27,27	28,28	29,29	30,30	31,31	32,32	33,33	34,34	35,35	36,36	37,37	38,38	39,39	40,40	41,41	42,42	43,43	44,44	45,45	46,46	47,47	48,48	49,49	50,50	51,51	52,52	53,53	54,54	55,55	56,56	57,57	58,58	59,59	60,60	61,61	62,62	63,63	64,64	65,65	66,66	67,67	68,68	69,69	70,70	71,71	72,72	73,73	74,74	75,75	76,76	77,77	78,78	79,79	80,80	81,81	82,82	83,83	84,84	85,85	86,86	87,87	88,88	89,89	90,90	91,91	92,92	93,93	94,94	95,95	96,96	97,97	98,98	99,99	100,100	101,101	102,102	103,103	104,104	105,105	106,106	107,107	108,108	109,109	110,110	111,111	112,112	113,113	114,114	115,115	116,116	117,117	118,118	119,119	120,120	121,121	122,122	123,123	124,124	125,125	126,126	127,127	128,128	129,129	130,130	131,131	132,132	133,133	134,134	135,135	136,136	137,137	138,138	139,139	140,140	141,141	142,142	143,143	144,144	145,145	146,146	147,147	148,148	149,149	150,150	151,151	152,152	153,153	154,154	155,155	156,156	157,157	158,158	159,159	160,160	161,161	162,162	163,163	164,164	165,165	166,166	167,167	168,168	169,169	170,170	171,171	172,172	173,173	174,174	175,175	176,176	177,177	178,178	179,179	180,180	181,181	182,182	183,183	184,184	185,185	186,186	187,187	188,188	189,189	190,190	191,191	192,192	193,193	194,194	195,195	196,196	197,197	198,198	199,199	200,200	201,201	202,202	203,203	204,204	205,205	206,206	207,207	208,208	209,209	210,210	211,211	212,212	213,213	214,214	215,215	216,216	217,217	218,218	219,219	220,220	221,221	222,222	223,223	224,224	225,225	226,226	227,227	228,228	229,229	230,230	231,231	232,232	233,233	234,234	235,235	236,236	237,237	238,238	239,239	240,240	241,241	242,242	243,243	244,244	245,245	246,246	247,247	248,248	249,249	250,250	251,251	252,252	253,253	254,254	255,255	256,256	257,257	258,258	259,259	260,260	261,261	262,262	263,263	264,264	265,265	266,266	267,267	268,268	269,269	270,270	271,271	272,272	273,273	274,274	275,275	276,276	277,277	278,278	279,279	280,280	281,281	282,282	283,283	284,284	285,285	286,286	287,287	288,288	289,289	290,290	291,291	292,292	293,293	294,294	295,295	296,296	297,297	298,298	299,299	300,300	301,301	302,302	303,303	304,304	305,305	306,306	307,307	308,308	309,309	310,310	311,311	312,312	313,313	314,314	315,315	316,316	317,317	318,318	319,319	320,320	321,321	322,322	323,323	324,324	325,325	326,326	327,327	328,328	329,329	330,330	331,331	332,332	333,333	334,334	335,335	336,336	337,337	338,338	339,339	340,340	341,341	342,342	343,343	344,344	345,345	346,346	347,347	348,348	349,349	350,350	351,351	352,352	353,353	354,354	355,355	356,356	357,357	358,358	359,359	360,360	361,361	362,362	363,363	364,364	365,365	366,366	367,367	368,368	369,369	370,370	371,371	372,372	373,373	374,374	375,375	376,376	377,377	378,378	379,379	380,380	381,381	382,382	383,383	384,384	385,385	386,386	387,387	388,388	389,389	390,390	391,391	392,392	393,393	394,394	395,395	396,396	397,397	398,398	399,399	400,400	401,401	402,402	403,403	404,404	405,405	406,406	407,407	408,408	409,409	410,410	411,411	412,412	413,413	414,414	415,415	416,416	417,417	418,418	419,419	420,420	421,421	422,422	423,423	424,424	425,425
0	14	1
0	22	1
0	35	1
0	59	1
0	65	1
0	102	1
0	112	1
0	130	1
0	188	1
0	219	1
0	232	1
0	249	1
0	270	1
0	274	1
0	302	1
0	337	1
0	348	1
0	365	1
0	367	1
0	382	1
0	383	1
0	384	1
2	66	1
2	78	1
3	63	1
3	226	1
3	267	1
4	13	1
4	198	1
4	262	1
4	269	1
4	271	1
5	44	1
5	197	1
5	310	1
5	405	1
6	16	1
6	37	1
6	60	1
6	100	1
6	134	1
6	135	1
6	137	1
6	253	1
6	425	1
7	8	1
7	21	1
7	31	1
7	32	1
7	47	1
7	64	1
7	118	1
7	139	1
7	254	1
7	267	1
7	287	1
7	312	1
8	21	1
8	32	1
8	64	1
8	254	1
8	267	1
8	287	1
9	10	1
9	112	1
9	199	1
9	299	1
9	360	1
9	361	1
10	199	1
10	360	1
10	361	1
11	160	1
11	172	1
11	174	1
11	175	1
11	316	1
11	347	1
11	362	1
12	28	1
12	160	1
12	169	1
12	170	1
12	174	1
12	175	1
12	189	1
12	301	1
12	311	1
12	316	1
12	344	1
12	366	1
12	389	1
12	390	1
8	13	1
13	55	1
13	56	1
13	57	1
13	62	1
13	64	1
13	83	1
13	98	1
13	133	1
13	136	1
13	139	1
13	158	1
13	198	1
13	262	1
13	269	1
13	271	1
13	272	1
13	349	1
13	351	1
13	381	1
14	35	1
14	59	1
14	65	1
14	130	1
14	249	1
14	270	1
14	274	1
14	346	1
14	383	1
15	27	1
15	141	1
15	338	1
15	16	1
16	37	1
16	60	1
16	61	1
16	63	1
16	83	1
16	99	1
16	100	1
16	101	1
16	134	1
16	135	1
16	137	1
16	168	1
16	247	1
16	253	1
16	425	1
17	250	1
17	306	1
18	222	1
18	242	1
18	307	1
19	185	1
19	211	1
19	259	1
19	285	1
20	67	1
20	85	1
20	113	1
20	148	1
20	236	1
20	246	1
20	259	1
20	289	1
21	31	1
21	32	1
21	47	1
21	63	1
21	80	1
21	118	1
21	131	1
21	133	1
21	139	1
21	204	1
21	226	1
21	244	1
21	247	1
21	254	1
21	267	1
21	287	1
21	312	1
21	332	1
21	353	1
21	381	1
21	401	1
21	402	1
22	56	1
22	57	1
22	158	1
23	24	1
23	34	1
23	70	1
23	222	1
23	307	1
24	34	1
24	70	1
24	222	1
24	307	1
25	82	1
25	90	1
25	106	1
25	127	1
25	178	1
25	231	1
25	392	1
25	393	1
26	82	1
26	87	1
26	90	1
26	263	1
26	392	1
26	393	1
26	396	1
3	27	1
18	27	1
22	27	1
27	52	1
27	61	1
27	72	1
27	92	1
27	117	1
27	128	1
27	134	1
27	141	1
27	145	1
27	153	1
27	180	1
27	211	1
27	212	1
27	214	1
27	221	1
27	278	1
27	279	1
27	285	1
27	327	1
27	338	1
27	349	1
27	350	1
27	351	1
27	353	1
27	385	1
27	387	1
27	395	1
27	399	1
27	401	1
27	402	1
27	403	1
28	146	1
28	169	1
28	170	1
28	174	1
28	175	1
28	301	1
28	311	1
28	316	1
28	344	1
28	389	1
28	390	1
29	67	1
29	115	1
29	195	1
29	234	1
29	294	1
29	371	1
29	415	1
30	49	1
30	199	1
30	205	1
30	299	1
30	360	1
30	361	1
30	372	1
31	32	1
31	47	1
31	53	1
31	63	1
31	139	1
31	198	1
31	226	1
31	254	1
31	267	1
31	287	1
32	63	1
32	64	1
32	121	1
32	139	1
32	198	1
32	226	1
32	254	1
32	266	1
32	267	1
32	287	1
32	343	1
32	353	1
32	380	1
32	381	1
32	385	1
