#date	2026-05-13 16:15:35.132062
#json_information	Graph from Bruno
#name	GoodGraph
#id_label	0,0	1,1	2,2	3,3	4,4	5,5	6,6	7,7	8,8	9,9	10,10	11,11	12,12	13,13	14,14	15,15	16,16	17,17	18,18	19,19	20,20	21,21	22,22	23,23	24,24	25,25	26,26	27,27	28,28	29,29	30,30	31,31	32,32	33,33	34,34	35,35	36,36	37,37	38,38	39,39	40,40	41,41	42,42	43,43	44,44	45,45	46,46	47,47	48,48	49,49	50,50	51,51	52,52	53,53	54,54	55,55	56,56	57,57	58,58	59,59	60,60	61,61	62,62	63,63	64,64	65,65	66,66	67,67	68,68	69,69	70,70	71,71	72,72	73,73	74,74	75,75	76,76	77,77	78,78	79,79	80,80	81,81	82,83	83,83	84,84	85,85	86,86	87,87	88,88	89,89	90,90	91,91	92,92	93,93	94,94	95,95	96,96	97,97	98,98	99,99	100,100	101,101	102,102	103,103	104,104	105,105	106,106	107,107	108,108	109,109	110,110	111,111	112,112	113,113	114,114	115,115	116,116	117,117	118,118	119,119	120,120	121,121	122,122	123,123	124,124	125,125	126,126	127,127	128,128	129,129	130,130	131,131	132,132	133,133	134,134	135,135	136,136	137,137	138,138	139,139	140,140	141,141	142,142	143,143	144,144	145,145	146,146	147,147	148,148	149,149	150,150	151,151	152,152	153,153	154,154	155,155	156,156	157,157	158,158	159,159	160,160	161,161	162,162	163,163	164,164	165,165	166,166	167,167	168,168	169,169	170,170	171,171	172,172	173,173	174,174	175,175	176,176	177,177	178,178	179,179
0	1	1
0	3	1
0	4	1
0	6	1
0	9	1
0	11	1
0	13	1
0	14	1
0	16	1
0	19	1
0	39	1
0	53	1
0	140	1
1	2	1
1	3	1
1	4	1
1	5	1
1	6	1
1	7	1
1	8	1
1	11	1
1	12	1
1	13	1
1	16	1
1	17	1
1	24	1
1	51	1
2	3	1
2	4	1
2	5	1
2	6	1
2	8	1
2	9	1
2	11	1
2	12	1
2	14	1
2	15	1
2	16	1
2	17	1
2	32	1
2	35	1
2	36	1
2	41	1
2	55	1
2	99	1
3	5	1
3	7	1
3	12	1
3	13	1
3	14	1
3	15	1
3	16	1
3	17	1
3	78	1
4	6	1
4	10	1
4	13	1
4	15	1
4	18	1
4	19	1
4	29	1
4	49	1
4	50	1
4	53	1
4	159	1
5	10	1
5	14	1
5	16	1
5	17	1
5	18	1
5	22	1
5	31	1
5	39	1
5	41	1
6	7	1
6	9	1
6	14	1
6	16	1
6	17	1
6	18	1
6	29	1
6	54	1
6	124	1
7	11	1
7	12	1
7	13	1
7	15	1
7	16	1
7	17	1
7	18	1
7	27	1
7	33	1
7	46	1
7	55	1
8	9	1
8	10	1
8	11	1
8	14	1
8	15	1
8	16	1
8	19	1
8	96	1
8	111	1
9	12	1
9	18	1
9	19	1
9	33	1
9	42	1
10	11	1
10	13	1
10	15	1
10	16	1
10	18	1
10	19	1
10	45	1
10	151	1
10	157	1
11	13	1
11	17	1
11	19	1
11	44	1
11	53	1
11	158	1
12	13	1
12	14	1
12	15	1
12	19	1
12	22	1
12	23	1
12	25	1
12	31	1
12	45	1
12	145	1
13	14	1
13	15	1
13	17	1
13	19	1
13	27	1
14	15	1
14	16	1
14	19	1
14	30	1
14	50	1
14	100	1
15	16	1
15	18	1
15	19	1
15	25	1
15	37	1
16	18	1
16	57	1
16	91	1
17	19	1
17	22	1
17	36	1
17	42	1
18	19	1
18	32	1
18	48	1
18	50	1
19	34	1
19	41	1
19	43	1
20	21	1
20	22	1
20	25	1
20	26	1
20	31	1
20	34	1
20	37	1
20	38	1
20	48	1
21	22	1
21	24	1
21	25	1
21	26	1
21	29	1
21	30	1
21	31	1
21	33	1
21	34	1
21	36	1
21	37	1
21	38	1
21	39	1
21	42	1
22	23	1
22	25	1
22	29	1
22	30	1
22	31	1
22	32	1
22	34	1
22	35	1
22	36	1
22	38	1
22	39	1
23	29	1
23	30	1
23	32	1
23	33	1
23	34	1
23	35	1
23	36	1
23	38	1
23	49	1
23	53	1
23	132	1
23	178	1
24	26	1
24	27	1
24	28	1
24	29	1
24	30	1
24	32	1
24	37	1
24	39	1
24	40	1
24	41	1
25	27	1
25	28	1
25	30	1
25	32	1
25	34	1
26	28	1
26	29	1
26	30	1
26	31	1
26	36	1
26	38	1
26	39	1
26	59	1
26	160	1
26	165	1
26	171	1
27	28	1
27	30	1
27	31	1
27	32	1
27	34	1
27	35	1
27	36	1
27	37	1
27	38	1
27	40	1
27	42	1
27	57	1
28	30	1
28	31	1
28	32	1
28	33	1
28	34	1
28	35	1
28	38	1
28	44	1
28	75	1
28	162	1
29	31	1
29	34	1
29	38	1
30	31	1
30	33	1
30	34	1
30	50	1
30	53	1
31	34	1
31	35	1
31	37	1
31	38	1
31	39	1
31	45	1
32	33	1
32	36	1
32	38	1
33	34	1
33	37	1
33	38	1
33	81	1
33	124	1
34	38	1
34	39	1
34	51	1
34	158	1
35	38	1
35	39	1
35	42	1
35	49	1
35	56	1
36	37	1
36	39	1
36	42	1
36	51	1
36	55	1
36	89	1
37	38	1
37	39	1
37	53	1
38	42	1
38	54	1
38	165	1
40	41	1
40	42	1
40	45	1
40	46	1
40	47	1
40	48	1
40	49	1
40	50	1
40	51	1
40	56	1
40	57	1
40	58	1
40	59	1
41	43	1
41	44	1
41	45	1
41	47	1
41	49	1
41	107	1
42	45	1
42	46	1
42	47	1
42	50	1
42	51	1
42	52	1
42	55	1
43	44	1
43	46	1
43	53	1
43	55	1
43	57	1
43	58	1
43	59	1
44	46	1
44	49	1
44	51	1
44	52	1
44	53	1
44	58	1
45	46	1
45	47	1
45	48	1
45	52	1
45	53	1
45	55	1
45	57	1
45	59	1
46	47	1
46	48	1
46	50	1
46	54	1
46	55	1
46	57	1
46	58	1
46	59	1
46	60	1
46	90	1
47	48	1
47	50	1
47	51	1
47	52	1
47	53	1
47	54	1
47	55	1
47	57	1
47	59	1
48	50	1
48	53	1
48	57	1
48	58	1
48	59	1
49	51	1
49	52	1
49	53	1
49	55	1
49	56	1
49	57	1
49	83	1
49	171	1
50	52	1
50	54	1
50	56	1
51	54	1
51	58	1
51	59	1
51	161	1
52	53	1
52	55	1
53	55	1
53	56	1
53	59	1
54	55	1
54	58	1
54	59	1
55	57	1
55	58	1
55	157	1
56	57	1
56	58	1
56	59	1
57	58	1
58	59	1
59	74	1
59	136	1
60	61	1
60	62	1
60	63	1
60	67	1
60	68	1
60	71	1
60	72	1
60	79	1
60	80	1
60	94	1
60	178	1
61	64	1
61	65	1
61	66	1
61	69	1
61	71	1
61	74	1
61	75	1
61	76	1
61	77	1
61	92	1
61	108	1
61	118	1
62	63	1
62	64	1
62	66	1
62	71	1
62	72	1
62	73	1
62	74	1
62	76	1
62	77	1
62	78	1
62	84	1
62	90	1
63	67	1
63	68	1
63	70	1
63	72	1
63	76	1
63	77	1
63	98	1
63	99	1
63	107	1
63	108	1
63	112	1
64	66	1
64	68	1
64	69	1
64	70	1
64	74	1
64	75	1
64	77	1
64	79	1
64	91	1
65	67	1
65	69	1
65	70	1
65	71	1
65	72	1
65	75	1
65	76	1
65	77	1
65	79	1
65	83	1
65	112	1
66	67	1
66	70	1
66	72	1
66	75	1
66	76	1
66	79	1
67	68	1
67	69	1
67	70	1
67	71	1
67	73	1
67	74	1
67	75	1
67	77	1
67	78	1
68	69	1
68	71	1
68	72	1
68	73	1
68	78	1
68	79	1
68	92	1
68	143	1
68	172	1
69	70	1
69	71	1
69	72	1
69	78	1
69	110	1
69	123	1
70	71	1
70	73	1
70	87	1
70	91	1
70	94	1
70	111	1
70	113	1
71	74	1
71	77	1
71	78	1
71	79	1
71	87	1
71	100	1
71	109	1
72	77	1
72	79	1
73	74	1
73	77	1
73	78	1
73	79	1
73	113	1
73	140	1
73	151	1
74	75	1
74	76	1
74	77	1
74	79	1
74	84	1
74	94	1
74	115	1
75	77	1
75	99	1
75	100	1
75	138	1
75	169	1
76	78	1
76	79	1
76	85	1
77	78	1
77	106	1
77	116	1
78	79	1
78	81	1
78	86	1
78	94	1
78	111	1
78	116	1
79	80	1
80	81	1
80	83	1
80	84	1
80	86	1
80	87	1
80	89	1
80	91	1
80	92	1
80	95	1
80	99	1
80	101	1
80	110	1
80	113	1
81	86	1
81	91	1
81	92	1
81	95	1
81	97	1
81	98	1
81	99	1
81	104	1
81	108	1
82	83	1
82	84	1
82	85	1
82	88	1
82	90	1
82	91	1
82	96	1
82	99	1
82	117	1
82	170	1
83	85	1
83	86	1
83	87	1
83	88	1
83	89	1
83	90	1
83	91	1
83	92	1
83	95	1
83	97	1
83	99	1
